"","Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","data$Grant.Status","index","age"
"2411","80412","CHIEF_INVESTIGATOR",1955,"Australia","","3258","31","Yes ","more than 15",0,1,13,3,1,0,0,2558,52
"2412","726872","CHIEF_INVESTIGATOR",1950,"","","653","7","No",">=0 to 5",0,1,0,0,0,0,0,2559,57
"2413","148102","CHIEF_INVESTIGATOR",1950,"Australia","","2298","46","Yes ",">=0 to 5",2,0,1,16,12,2,1,2561,57
"2414","495207","CHIEF_INVESTIGATOR",1975,"Great Britain","","803","7","No","",1,0,0,1,0,0,1,2562,32
"2415","119932","CHIEF_INVESTIGATOR",1975,"North America","","3198","31","No","",1,1,3,0,0,0,1,2564,32
"2416","5142","CHIEF_INVESTIGATOR",1960,"Australia","","593","7","Yes ",">10 to 15",0,1,2,3,5,0,0,2565,47
"2417","33752","CHIEF_INVESTIGATOR",1960,"Australia","","2578","25","No",">5 to 10",2,0,1,0,0,0,1,2566,47
"2418","10407","CHIEF_INVESTIGATOR",1950,"Australia","","3123","31","No","Less than 0",0,1,5,7,8,0,0,2567,57
"2419","21132","CHIEF_INVESTIGATOR",1960,"Australia","","2568","25","Yes ",">5 to 10",1,0,17,13,5,7,1,2568,47
"2420","38882","CHIEF_INVESTIGATOR",1970,"Australia","","1578","13","No","",0,2,1,0,1,1,0,2569,37
"2421","87542","CHIEF_INVESTIGATOR",1975,"Asia Pacific","","2053","19","Yes ",">=0 to 5",0,1,16,2,6,0,0,2570,32
"2422","68252","CHIEF_INVESTIGATOR",1960,"Australia","English","528","7","Yes ",">10 to 15",0,2,1,2,1,1,0,2571,47
"2423","79787","CHIEF_INVESTIGATOR",1945,"North America","","3028","31","Yes ","more than 15",0,1,1,13,4,0,0,2572,62
"2424","79057","CHIEF_INVESTIGATOR",1955,"Australia","","2603","25","No",">5 to 10",1,0,2,2,2,0,0,2573,52
"2425","500142","CHIEF_INVESTIGATOR",1975,"Australia","","3268","31","Yes ",">=0 to 5",1,0,6,5,8,2,1,2574,32
"2426","118727","CHIEF_INVESTIGATOR",1960,"Western Europe","","528","7","No",">=0 to 5",0,1,0,3,1,0,0,2575,47
"2427","44022","CHIEF_INVESTIGATOR",1965,"Australia","","3508","4","No","",1,4,0,0,4,0,0,2576,42
"2428","131812","CHIEF_INVESTIGATOR",1970,"Australia","","3658","22","Yes ",">=0 to 5",0,1,1,2,0,0,0,2577,37
"2429","98432","CHIEF_INVESTIGATOR",1975,"Australia","","3198","31","Yes ",">=0 to 5",0,1,7,9,1,1,0,2578,32
"2430","247072","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,2,0,0,0,1,2579,47
"2431","107987","CHIEF_INVESTIGATOR",1960,"Australia","English","3508","4","Yes ",">=0 to 5",0,1,1,0,0,0,0,2580,47
"2432","117317","CHIEF_INVESTIGATOR",1965,"Australia","","118","118","No","",0,1,0,0,0,0,0,2581,42
"2433","74697","CHIEF_INVESTIGATOR",1960,"North America","","828","7","Yes ",">10 to 15",1,0,0,7,2,4,1,2582,47
"2434","38457","CHIEF_INVESTIGATOR",1970,"Australia","","2153","19","No","Less than 0",0,1,3,7,2,1,0,2583,37
"2435","70327","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,3,7,1,0,2584,47
"2436","45967","CHIEF_INVESTIGATOR",1975,"Australia","","2163","19","Yes ",">=0 to 5",0,1,0,0,2,0,0,2586,32
"2437","95962","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,0,0,0,0,2587,52
"2438","48632","CHIEF_INVESTIGATOR",1955,"New Zealand","","2853","25","Yes ",">=0 to 5",0,1,3,5,2,0,0,2588,52
"2439","119982","CHIEF_INVESTIGATOR",1970,"Australia","","1678","13","Yes ",">=0 to 5",0,0,1,1,2,0,1,2589,37
"2440","73382","CHIEF_INVESTIGATOR",1965,"Australia","","3098","31","Yes ",">10 to 15",1,0,0,15,1,2,1,2591,42
"2441","139962","CHIEF_INVESTIGATOR",1970,"Australia","English","3098","31","Yes ",">=0 to 5",1,2,1,0,2,0,0,2592,37
"2442","65402","CHIEF_INVESTIGATOR",1960,"Australia","","3198","31","No","",0,1,74,19,12,0,0,2593,47
"2443","53202","CHIEF_INVESTIGATOR",1975,"Australia","","3048","31","Yes ",">=0 to 5",1,2,11,2,1,2,1,2594,32
"2444","7347","CHIEF_INVESTIGATOR",1960,"Australia","","828","7","Yes ",">=0 to 5",2,0,0,19,8,11,1,2595,47
"2445","68587","CHIEF_INVESTIGATOR",1955,"Australia","","2523","25","Yes ",">10 to 15",2,3,2,2,2,5,0,2596,52
"2446","657727","CHIEF_INVESTIGATOR",1955,"","","3268","31","No","Less than 0",0,1,2,3,7,0,0,2597,52
"2447","115417","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","2253","19","Yes ",">=0 to 5",0,4,0,5,4,0,0,2598,42
"2448","67077","CHIEF_INVESTIGATOR",1955,"Western Europe","Other","2163","19","Yes ","more than 15",0,1,0,1,0,0,0,2599,52
"2449","89652","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,0,0,0,0,2600,47
"2450","597827","CHIEF_INVESTIGATOR",1965,"Australia","","3098","31","Yes ",">=0 to 5",1,1,0,15,1,1,0,2601,42
"2451","31067","CHIEF_INVESTIGATOR",1960,"Great Britain","","3098","31","Yes ",">=0 to 5",0,0,4,4,3,3,0,2602,47
"2452","8842","CHIEF_INVESTIGATOR",1960,"Australia","","3708","10","Yes ",">5 to 10",0,1,0,1,0,0,0,2603,47
"2453","131502","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","2153","19","Yes ",">=0 to 5",1,1,0,2,0,0,0,2604,42
"2454","80322","CHIEF_INVESTIGATOR",1940,"","",NA,NA,"No","",0,0,45,5,3,1,1,2605,67
"2455","67657","CHIEF_INVESTIGATOR",1965,"Australia","English","2713","25","Yes ",">5 to 10",0,1,2,5,1,3,0,2606,42
"2456","297092","CHIEF_INVESTIGATOR",1970,"Great Britain","","2713","25","No","",0,1,0,0,0,0,0,2607,37
"2457","71982","CHIEF_INVESTIGATOR",1960,"Australia","","2163","19","Yes ",">5 to 10",0,1,0,0,0,0,0,2608,47
"2458","107262","CHIEF_INVESTIGATOR",1970,"Australia","English","3198","31","No","",0,1,0,0,4,0,0,2609,37
"2459","17647","CHIEF_INVESTIGATOR",1960,"Australia","","548","7","Yes ",">5 to 10",0,1,0,0,0,1,0,2610,47
"2460","726557","CHIEF_INVESTIGATOR",1980,"","","1258","34","Yes ","Less than 0",0,1,0,0,0,0,0,2611,27
"2461","49277","CHIEF_INVESTIGATOR",1965,"Australia","","2298","46","No","",0,1,0,0,1,1,0,2612,42
"2462","14267","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2178","19","Yes ",">5 to 10",1,1,3,1,5,5,0,2613,47
"2463","1387","CHIEF_INVESTIGATOR",1945,"Australia","","1528","13","No","Less than 0",0,2,0,1,17,12,0,2614,62
"2464","6502","CHIEF_INVESTIGATOR",1940,"Australia","","653","7","No",">=0 to 5",0,1,0,0,1,0,0,2616,67
"2465","80217","CHIEF_INVESTIGATOR",1940,"Australia","","3198","31","No","more than 15",0,2,4,25,0,3,0,2617,67
"2466","137272","CHIEF_INVESTIGATOR",1965,"Australia","","4193","58","No","Less than 0",0,1,0,0,0,0,0,2618,42
"2467","25267","CHIEF_INVESTIGATOR",1965,"Australia","","2518","25","Yes ",">5 to 10",0,1,1,2,7,8,0,2619,42
"2468","3292","CHIEF_INVESTIGATOR",1945,"Australia","","828","7","Yes ",">10 to 15",0,1,0,1,0,1,0,2620,62
"2469","842","CHIEF_INVESTIGATOR",1975,"Australia","","828","7","No",">=0 to 5",0,1,0,0,0,0,0,2621,32
"2470","11427","CHIEF_INVESTIGATOR",1960,"New Zealand","","2628","25","No","Less than 0",0,2,11,2,10,0,0,2622,47
"2471","106802","CHIEF_INVESTIGATOR",1975,"The Americas","","803","7","No","Less than 0",0,1,0,0,0,0,0,2623,32
"2472","77987","CHIEF_INVESTIGATOR",1960,"Australia","","2498","25","No",">=0 to 5",0,0,1,2,2,1,0,2624,47
"2473","148597","CHIEF_INVESTIGATOR",1975,"The Americas","","3123","31","Yes ",">=0 to 5",0,1,1,1,0,1,0,2625,32
"2474","46922","CHIEF_INVESTIGATOR",1965,"Australia","English","2163","19","Yes ",">=0 to 5",0,1,1,2,4,0,0,2626,42
"2475","77077","CHIEF_INVESTIGATOR",1955,"Australia","","528","7","Yes ",">=0 to 5",0,1,0,7,4,0,0,2627,52
"2476","72957","CHIEF_INVESTIGATOR",1960,"New Zealand","","3048","31","Yes ",">10 to 15",2,1,22,6,14,23,1,2628,47
"2477","65802","CHIEF_INVESTIGATOR",1960,"Australia","","593","7","No","",0,1,0,2,5,2,0,2629,47
"2478","73417","CHIEF_INVESTIGATOR",1960,"Australia","","3658","22","No",">10 to 15",0,1,4,2,3,4,0,2630,47
"2479","67502","CHIEF_INVESTIGATOR",1960,"Australia","","2828","25","No",">5 to 10",0,0,0,3,6,1,0,2631,47
"2480","82467","CHIEF_INVESTIGATOR",1950,"Australia","","3658","22","No","Less than 0",0,1,1,0,2,0,0,2632,57
"2481","8012","CHIEF_INVESTIGATOR",1960,"Western Europe","","1098","1","Yes ",">5 to 10",1,3,0,0,2,1,0,2633,47
"2482","71932","CHIEF_INVESTIGATOR",1955,"Eastern Europe","English","593","7","Yes ",">10 to 15",0,2,2,1,4,2,0,2634,52
"2483","77877","CHIEF_INVESTIGATOR",1970,"Australia","","528","7","Yes ",">5 to 10",0,1,0,0,7,1,0,2635,37
"2484","4702","CHIEF_INVESTIGATOR",1960,"Australia","","1033","1","Yes ",">10 to 15",1,1,10,7,9,0,1,2636,47
"2485","64102","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2178","19","No",">=0 to 5",0,1,0,4,4,1,0,2637,57
"2486","67647","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">5 to 10",3,8,11,10,9,4,1,2638,42
"2487","11602","CHIEF_INVESTIGATOR",1955,"Western Europe","","3508","4","Yes ",">5 to 10",0,1,2,2,1,0,0,2639,52
"2488","500332","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","3508","4","Yes ",">=0 to 5",0,4,0,0,2,0,0,2640,37
"2489","58457","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","No","Less than 0",0,1,0,0,0,0,0,2641,42
"2490","4302","CHIEF_INVESTIGATOR",1965,"Australia","","3198","31","Yes ",">10 to 15",4,4,2,9,8,3,0,2642,42
"2491","62902","CHIEF_INVESTIGATOR",1950,"North America","","528","7","No","Less than 0",1,2,0,0,1,0,0,2644,57
"2492","66732","CHIEF_INVESTIGATOR",1970,"Australia","English","2053","19","Yes ",">5 to 10",1,1,5,3,2,4,0,2645,37
"2493","1982","CHIEF_INVESTIGATOR",1960,"Australia","","3258","31","Yes ",">10 to 15",0,2,6,6,1,0,0,2646,47
"2494","76777","CHIEF_INVESTIGATOR",1970,"Australia","","3658","22","Yes ",">=0 to 5",1,0,3,2,6,1,1,2647,37
"2495","67872","CHIEF_INVESTIGATOR",1950,"Asia Pacific","","548","7","No","Less than 0",0,1,0,0,0,1,0,2648,57
"2496","641012","CHIEF_INVESTIGATOR",1975,"","","2853","25","No",">=0 to 5",0,1,0,2,0,0,0,2649,32
"2497","19997","CHIEF_INVESTIGATOR",1960,"Australia","","3198","31","Yes ",">=0 to 5",1,1,4,7,3,5,0,2650,47
"2498","82142","CHIEF_INVESTIGATOR",1945,"Australia","","3098","31","No","Less than 0",0,1,1,2,2,0,0,2651,62
"2499","19967","CHIEF_INVESTIGATOR",1955,"Australia","","2253","19","No","Less than 0",0,0,0,8,13,3,0,2652,52
"2500","39407","CHIEF_INVESTIGATOR",1980,"Australia","","3248","31","No",">=0 to 5",0,1,0,0,1,0,0,2653,27
"2501","246972","CHIEF_INVESTIGATOR",1950,"Australia","","528","7","Yes ",">=0 to 5",1,1,2,14,2,2,1,2654,57
"2502","620807","CHIEF_INVESTIGATOR",1965,"North America","","653","7","Yes ",">=0 to 5",0,1,1,1,0,0,0,2655,42
"2503","78537","CHIEF_INVESTIGATOR",1945,"Australia","","2603","25","Yes ","more than 15",0,1,13,8,5,2,0,2656,62
"2504","7942","CHIEF_INVESTIGATOR",1955,"Australia","","828","7","No","Less than 0",1,0,0,1,2,1,1,2657,52
"2505","85642","CHIEF_INVESTIGATOR",1955,"Australia","","3258","31","Yes ",">=0 to 5",5,6,21,27,27,9,1,2659,52
"2506","111192","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","1098","1","Yes ",">=0 to 5",0,3,3,18,8,12,0,2660,42
"2507","21877","CHIEF_INVESTIGATOR",1965,"Australia","","3658","22","Yes ",">5 to 10",0,1,6,1,4,0,0,2661,42
"2508","79062","CHIEF_INVESTIGATOR",1945,"Australia","","2813","25","No",">5 to 10",0,1,32,20,9,1,0,2662,62
"2509","129622","CHIEF_INVESTIGATOR",1965,"North America","","593","7","No","",1,0,1,0,2,1,0,2664,42
"2510","664052","CHIEF_INVESTIGATOR",1970,"","","3198","31","No","",0,1,2,0,0,0,0,2665,37
"2511","495142","CHIEF_INVESTIGATOR",1975,"Eastern Europe","","2053","19","No","",1,0,7,4,1,0,1,2666,32
"2512","64077","CHIEF_INVESTIGATOR",1945,"Asia Pacific","","3073","31","Yes ","more than 15",2,1,2,4,0,0,1,2667,62
"2513","22792","CHIEF_INVESTIGATOR",1955,"Australia","","3508","4","Yes ",">5 to 10",0,3,0,2,0,1,0,2668,52
"2514","82442","CHIEF_INVESTIGATOR",1955,"Australia","","528","7","Yes ","more than 15",0,1,0,2,3,2,1,2669,52
"2515","597827","CHIEF_INVESTIGATOR",1965,"Australia","","3098","31","Yes ",">=0 to 5",1,1,0,15,1,1,1,2670,42
"2516","32667","CHIEF_INVESTIGATOR",1965,"Western Europe","","3073","31","Yes ",">=0 to 5",0,1,0,1,0,0,0,2671,42
"2517","75447","CHIEF_INVESTIGATOR",1935,"Australia","","2103","19","No",">=0 to 5",1,0,15,12,10,2,1,2672,72
"2518","2982","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2668","25","Yes ",">=0 to 5",0,1,4,1,3,1,0,2673,57
"2519","28412","CHIEF_INVESTIGATOR",1960,"Australia","","2163","19","Yes ",">5 to 10",0,1,2,2,2,0,0,2674,47
"2520","636257","CHIEF_INVESTIGATOR",1980,"","","2678","25","No","Less than 0",1,1,3,1,0,0,0,2675,27
"2521","99877","CHIEF_INVESTIGATOR",1965,"Australia","","653","7","No","",0,1,0,0,0,0,0,2676,42
"2522","74772","CHIEF_INVESTIGATOR",1955,"Australia","","4388","40","No",">10 to 15",1,0,3,3,3,0,1,2677,52
"2523","64272","CHIEF_INVESTIGATOR",1960,"Australia","","3048","31","Yes ",">10 to 15",1,1,7,4,5,2,0,2678,47
"2524","2427","CHIEF_INVESTIGATOR",1960,"North America","","593","7","Yes ",">5 to 10",0,1,0,1,1,0,0,2679,47
"2525","68232","CHIEF_INVESTIGATOR",1955,"Great Britain","","2678","25","Yes ","more than 15",1,2,7,5,13,0,1,2680,52
"2526","75037","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2178","19","Yes ",">10 to 15",0,2,7,1,1,9,0,2681,47
"2527","15187","CHIEF_INVESTIGATOR",1960,"Australia","","3198","31","Yes ",">10 to 15",1,1,5,23,1,3,1,2682,47
"2528","34617","CHIEF_INVESTIGATOR",1955,"Australia","","3048","31","No",">=0 to 5",0,1,9,3,4,12,0,2683,52
"2529","343842","CHIEF_INVESTIGATOR",1975,"Australia","","548","7","No","",0,1,0,0,0,0,0,2684,32
"2530","63207","CHIEF_INVESTIGATOR",1945,"Australia","","653","7","No","Less than 0",2,0,1,0,0,0,1,2685,62
"2531","75412","CHIEF_INVESTIGATOR",1950,"Western Europe","","2103","19","Yes ","more than 15",0,1,0,2,3,0,0,2686,57
"2532","30962","CHIEF_INVESTIGATOR",1950,"Australia","","528","7","No",">5 to 10",0,1,0,0,1,0,0,2687,57
"2533","297092","CHIEF_INVESTIGATOR",1970,"Great Britain","","2713","25","No","",0,1,0,0,0,0,0,2689,37
"2534","64332","CHIEF_INVESTIGATOR",1955,"Australia","","3708","10","Yes ","more than 15",0,1,2,6,3,1,0,2690,52
"2535","6747","CHIEF_INVESTIGATOR",1955,"Australia","English","3268","31","Yes ",">=0 to 5",0,4,0,1,1,1,0,2691,52
"2536","3812","CHIEF_INVESTIGATOR",1960,"Australia","","2298","46","Yes ",">5 to 10",0,2,0,1,11,2,0,2692,47
"2537","19262","CHIEF_INVESTIGATOR",1955,"Great Britain","","1623","13","Yes ",">5 to 10",1,1,18,7,8,0,1,2693,52
"2538","80212","CHIEF_INVESTIGATOR",1945,"Australia","","3123","31","Yes ","more than 15",4,1,9,7,3,1,1,2694,62
"2539","10402","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","Yes ",">=0 to 5",3,0,1,1,1,0,1,2695,37
"2540","730082","CHIEF_INVESTIGATOR",1975,"","","3198","31","No","",0,1,0,0,0,0,0,2698,32
"2541","500182","CHIEF_INVESTIGATOR",1970,"","","3198","31","No","",2,1,16,4,0,0,0,2699,37
"2542","85642","CHIEF_INVESTIGATOR",1955,"Australia","","3258","31","Yes ",">=0 to 5",5,6,21,27,27,9,1,2700,52
"2543","1982","CHIEF_INVESTIGATOR",1960,"Australia","","3258","31","Yes ",">10 to 15",0,2,6,6,1,0,0,2701,47
"2544","7842","CHIEF_INVESTIGATOR",1960,"Asia Pacific","Other","1033","1","Yes ",">5 to 10",1,1,0,3,1,1,0,2702,47
"2545","77342","CHIEF_INVESTIGATOR",1965,"Australia","","2763","25","Yes ",">=0 to 5",1,1,4,3,0,0,0,2704,42
"2546","9712","CHIEF_INVESTIGATOR",1945,"Australia","","3048","31","No",">10 to 15",0,4,0,0,0,0,0,2705,62
"2547","82092","CHIEF_INVESTIGATOR",1945,"Australia","English","828","7","No","Less than 0",0,1,0,2,4,3,0,2706,62
"2548","80392","CHIEF_INVESTIGATOR",1945,"Australia","","3258","31","Yes ","more than 15",0,1,10,12,3,0,0,2707,62
"2549","111122","CHIEF_INVESTIGATOR",1970,"Australia","","3048","31","Yes ",">=0 to 5",1,1,4,5,5,0,1,2710,37
"2550","3207","CHIEF_INVESTIGATOR",1970,"Australia","","2678","25","No","Less than 0",0,0,2,3,1,4,0,2711,37
"2551","74717","CHIEF_INVESTIGATOR",1965,"Australia","","3048","31","Yes ",">10 to 15",1,0,12,2,2,2,1,2712,42
"2552","77467","CHIEF_INVESTIGATOR",1950,"Australia","","2853","25","No",">10 to 15",0,1,4,5,3,2,0,2713,57
"2553","22117","CHIEF_INVESTIGATOR",1970,"Australia","","3658","22","No",">5 to 10",0,1,4,3,5,0,0,2714,37
"2554","1752","CHIEF_INVESTIGATOR",1970,"Australia","","2163","19","Yes ",">=0 to 5",0,1,0,2,0,0,0,2715,37
"2555","72087","CHIEF_INVESTIGATOR",1945,"","",NA,NA,"No","",0,0,0,0,0,0,0,2716,62
"2556","108502","CHIEF_INVESTIGATOR",1975,"Australia","","3268","31","Yes ",">=0 to 5",0,1,0,0,0,0,0,2717,32
"2557","74277","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,5,1,1,1,2718,52
"2558","46772","CHIEF_INVESTIGATOR",1970,"Australia","","3098","31","Yes ",">=0 to 5",0,0,2,15,2,10,1,2719,37
"2559","72447","CHIEF_INVESTIGATOR",1950,"Australia","","3198","31","Yes ",">10 to 15",1,2,5,22,4,0,0,2720,57
"2560","66462","CHIEF_INVESTIGATOR",1955,"Australia","","653","7","No","Less than 0",0,1,0,1,1,0,0,2721,52
"2561","89637","CHIEF_INVESTIGATOR",1955,"Australia","","1678","13","No",">=0 to 5",0,2,0,5,7,2,0,2722,52
"2562","592","PRINCIPAL_SUPERVISOR",1955,"Australia","","3028","31","Yes ",">10 to 15",0,1,0,24,3,2,0,2723,52
"2563","499542","CHIEF_INVESTIGATOR",1980,"","","2053","19","No",">=0 to 5",0,1,0,0,0,0,0,2725,27
"2564","69152","CHIEF_INVESTIGATOR",1960,"Australia","","593","7","Yes ",">10 to 15",0,1,4,3,6,1,0,2726,47
"2565","11302","CHIEF_INVESTIGATOR",1970,"Australia","","593","7","Yes ",">=0 to 5",0,1,0,2,0,0,0,2728,37
"2566","14487","CHIEF_INVESTIGATOR",1945,"Australia","","2298","46","No","Less than 0",0,3,0,1,0,3,0,2729,62
"2567","663347","CHIEF_INVESTIGATOR",1955,"North America","","2253","19","Yes ",">=0 to 5",0,1,0,3,2,2,0,2730,52
"2568","24257","CHIEF_INVESTIGATOR",1955,"Asia Pacific","Other","548","7","No","",0,1,0,1,2,0,0,2731,52
"2569","1302","CHIEF_INVESTIGATOR",1970,"Australia","","3028","31","Yes ",">=0 to 5",1,0,4,1,2,0,1,2732,37
"2570","72312","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2103","19","Yes ",">10 to 15",0,1,9,5,11,4,0,2734,47
"2571","10842","CHIEF_INVESTIGATOR",1955,"Australia","","1578","13","Yes ",">=0 to 5",0,1,0,2,4,0,0,2735,52
"2572","79192","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ","more than 15",2,4,42,55,18,4,1,2736,57
"2573","74252","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","1623","13","Yes ",">5 to 10",0,0,0,3,11,3,1,2737,47
"2574","34182","CHIEF_INVESTIGATOR",1965,"Australia","","2558","25","Yes ",">=0 to 5",1,0,6,9,12,7,1,2738,42
"2575","665642","CHIEF_INVESTIGATOR",1960,"Western Europe","","1258","34","Yes ",">=0 to 5",0,2,1,4,5,1,0,2740,47
"2576","8012","CHIEF_INVESTIGATOR",1960,"Western Europe","","1098","1","Yes ",">5 to 10",1,3,0,0,2,1,0,2741,47
"2577","45587","CHIEF_INVESTIGATOR",1955,"North America","","1663","13","Yes ",">=0 to 5",1,0,1,0,1,0,1,2743,52
"2578","69657","CHIEF_INVESTIGATOR",1955,"Great Britain","English","828","7","Yes ","more than 15",2,4,0,2,11,4,0,2744,52
"2579","741312","CHIEF_INVESTIGATOR",1950,"Australia","","2813","25","Yes ",">=0 to 5",1,0,0,0,0,0,1,2745,57
"2580","67472","CHIEF_INVESTIGATOR",1955,"Australia","","3658","22","No","more than 15",0,1,2,9,2,0,0,2746,52
"2581","92682","CHIEF_INVESTIGATOR",1965,"Australia","","3508","4","Yes ",">=0 to 5",0,1,1,0,0,0,0,2747,42
"2582","672142","CHIEF_INVESTIGATOR",1965,"","","2763","25","No","Less than 0",0,1,0,0,0,0,0,2748,42
"2583","57192","CHIEF_INVESTIGATOR",1980,"Australia","","2053","19","No","Less than 0",0,1,0,1,0,0,0,2749,27
"2584","20497","CHIEF_INVESTIGATOR",1965,"Middle East and Africa","Other","1258","34","Yes ",">5 to 10",2,1,0,5,0,1,0,2750,42
"2585","63772","CHIEF_INVESTIGATOR",1960,"Australia","","828","7","Yes ",">5 to 10",0,1,8,2,1,6,0,2751,47
"2586","78962","CHIEF_INVESTIGATOR",1955,"Australia","","2668","25","No","Less than 0",1,3,3,2,7,1,0,2752,52
"2587","491312","CHIEF_INVESTIGATOR",1960,"Australia","","2563","25","Yes ",">=0 to 5",1,4,0,0,0,0,0,2753,47
"2588","104707","CHIEF_INVESTIGATOR",1975,"Australia","","2538","25","Yes ",">=0 to 5",1,0,0,0,1,0,0,2754,32
"2589","47467","CHIEF_INVESTIGATOR",1975,"Australia","","593","7","Yes ","Less than 0",0,1,0,0,0,0,0,2755,32
"2590","80187","CHIEF_INVESTIGATOR",1945,"Australia","","3123","31","No","Less than 0",2,1,3,10,12,5,1,2756,62
"2591","31457","CHIEF_INVESTIGATOR",1970,"Australia","","2153","19","No","Less than 0",0,1,1,1,2,0,0,2757,37
"2592","93907","CHIEF_INVESTIGATOR",1960,"Great Britain","","3073","31","Yes ",">=0 to 5",0,1,0,0,0,0,0,2758,47
"2593","636347","CHIEF_INVESTIGATOR",1975,"","","3028","31","No","",0,1,0,1,0,0,0,2759,32
"2594","147677","CHIEF_INVESTIGATOR",1965,"Australia","","528","7","No","",1,0,0,0,0,0,1,2760,42
"2595","754347","CHIEF_INVESTIGATOR",1965,"","","2523","25","No","",0,1,0,0,0,0,0,2761,42
"2596","66312","CHIEF_INVESTIGATOR",1950,"Australia","","593","7","No","",0,1,0,0,0,0,0,2762,57
"2597","44097","CHIEF_INVESTIGATOR",1955,"Australia","","3658","22","Yes ",">=0 to 5",0,0,2,3,3,1,0,2763,52
"2598","72422","CHIEF_INVESTIGATOR",1960,"Australia","","2523","25","Yes ",">=0 to 5",1,1,0,3,1,0,0,2764,47
"2599","82442","CHIEF_INVESTIGATOR",1955,"Australia","","528","7","Yes ","more than 15",0,1,0,2,3,2,0,2765,52
"2600","96872","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","No","",0,1,0,1,0,0,0,2766,37
"2601","1812","CHIEF_INVESTIGATOR",1955,"Australia","","3048","31","Yes ",">10 to 15",1,1,6,3,0,0,0,2767,52
"2602","4842","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","2153","19","Yes ",">5 to 10",0,2,0,18,1,1,0,2768,37
"2603","2982","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2668","25","Yes ",">=0 to 5",0,1,4,1,3,1,0,2769,57
"2604","148202","CHIEF_INVESTIGATOR",1960,"Australia","","528","7","No","Less than 0",0,0,0,2,1,1,0,2770,47
"2605","10662","CHIEF_INVESTIGATOR",1955,"Australia","English","1258","34","Yes ",">5 to 10",0,1,2,2,6,0,0,2772,52
"2606","29797","CHIEF_INVESTIGATOR",1975,"Australia","","653","7","Yes ","Less than 0",0,1,0,0,1,2,0,2773,32
"2607","62937","CHIEF_INVESTIGATOR",1960,"Australia","","528","7","Yes ","more than 15",0,1,0,3,1,1,0,2774,47
"2608","12677","CHIEF_INVESTIGATOR",1965,"Australia","","2163","19","Yes ","more than 15",0,1,0,0,0,0,0,2775,42
"2609","7387","CHIEF_INVESTIGATOR",1955,"Great Britain","","653","7","Yes ",">5 to 10",0,0,0,0,0,4,0,2776,52
"2610","90132","CHIEF_INVESTIGATOR",1970,"Middle East and Africa","","2653","25","No","",0,1,3,1,0,1,0,2777,37
"2611","14267","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2178","19","Yes ",">5 to 10",1,1,3,1,5,5,0,2778,47
"2612","69262","CHIEF_INVESTIGATOR",1960,"Australia","","2653","25","Yes ",">10 to 15",1,0,7,12,7,8,0,2779,47
"2613","80137","DELEGATED_RESEARCHER",1950,"Australia","","2163","19","Yes ","more than 15",0,0,3,8,1,0,1,2780,57
"2614","63782","CHIEF_INVESTIGATOR",1950,"Australia","","2553","25","Yes ","more than 15",2,3,19,15,11,6,1,2781,57
"2615","393152","CHIEF_INVESTIGATOR",1940,"Australia","","2298","46","Yes ",">=0 to 5",0,1,0,0,0,0,1,2782,67
"2616","66197","CHIEF_INVESTIGATOR",1950,"Australia","","1663","13","No","more than 15",1,0,0,0,5,3,1,2783,57
"2617","30072","CHIEF_INVESTIGATOR",1960,"Australia","","2523","25","No",">5 to 10",0,0,0,0,0,0,1,2784,47
"2618","73757","CHIEF_INVESTIGATOR",1965,"Australia","","2923","25","Yes ",">5 to 10",1,1,3,5,9,3,1,2785,42
"2619","77622","CHIEF_INVESTIGATOR",1955,"Australia","","1258","34","Yes ",">5 to 10",0,0,0,0,0,1,1,2786,52
